Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
stains			3132	1	1	19.694	1.000
staircase			3132	1	1	19.694	1.000
stairs			3132	1	1	19.694	1.000
stairway			3132	1	1	19.694	1.000
stake			3132	1	1	19.694	1.000
stamp			3132	1	1	19.694	1.000
stamping			3132	1	1	19.694	1.000
stance			3132	1	1	19.694	1.000
standard			3132	1	1	19.694	1.000
standpoint			3132	1	1	19.694	1.000
stands			3132	1	1	19.694	1.000
starter			3132	1	1	19.694	1.000
starting			3132	1	1	19.694	1.000
startling			3132	1	1	19.694	1.000
startlingly			3132	1	1	19.694	1.000
starve			3132	1	1	19.694	1.000
starved			3132	1	1	19.694	1.000
starving			3132	1	1	19.694	1.000
stately			3132	1	1	19.694	1.000
static			3132	1	1	19.694	1.000
stations			3132	1	1	19.694	1.000
statue			3132	1	1	19.694	1.000
status			3132	1	1	19.694	1.000
stddtische			3132	1	1	19.694	1.000
steadily			3132	1	1	19.694	1.000
steady			3132	1	1	19.694	1.000
steaks			3132	1	1	19.694	1.000
steal			3132	1	1	19.694	1.000
stealing			3132	1	1	19.694	1.000
steamer			3132	1	1	19.694	1.000
steaming			3132	1	1	19.694	1.000
steep			3132	1	1	19.694	1.000
steers			3132	1	1	19.694	1.000
stephen			3132	1	1	19.694	1.000
stepped			3132	1	1	19.694	1.000
steps			3132	1	1	19.694	1.000
stereophonic			3132	1	1	19.694	1.000
sterilized			3132	1	1	19.694	1.000
stern			3132	1	1	19.694	1.000
stew			3132	1	1	19.694	1.000
sticker			3132	1	1	19.694	1.000
sticking			3132	1	1	19.694	1.000
sticks			3132	1	1	19.694	1.000
sticky			3132	1	1	19.694	1.000
stiffness			3132	1	1	19.694	1.000
stills			3132	1	1	19.694	1.000
stimulants			3132	1	1	19.694	1.000
stingingly			3132	1	1	19.694	1.000
stirred			3132	1	1	19.694	1.000
stocking			3132	1	1	19.694	1.000
stocks			3132	1	1	19.694	1.000
stools			3132	1	1	19.694	1.000
stoppered			3132	1	1	19.694	1.000
stopping			3132	1	1	19.694	1.000
storage			3132	1	1	19.694	1.000
stored			3132	1	1	19.694	1.000
storytelling			3132	1	1	19.694	1.000
stoves			3132	1	1	19.694	1.000
straddle			3132	1	1	19.694	1.000
straightaways			3132	1	1	19.694	1.000
straighten			3132	1	1	19.694	1.000
strap			3132	1	1	19.694	1.000
strawberry			3132	1	1	19.694	1.000
streamers			3132	1	1	19.694	1.000
streams			3132	1	1	19.694	1.000
strenuous			3132	1	1	19.694	1.000
stretched			3132	1	1	19.694	1.000
stretcher			3132	1	1	19.694	1.000
string			3132	1	1	19.694	1.000
strokes			3132	1	1	19.694	1.000
struggles			3132	1	1	19.694	1.000
stub			3132	1	1	19.694	1.000
stubby			3132	1	1	19.694	1.000
study			3132	1	1	19.694	1.000
stunk			3132	1	1	19.694	1.000
stupors			3132	1	1	19.694	1.000
sturdy			3132	1	1	19.694	1.000
stylishly			3132	1	1	19.694	1.000
submarines			3132	1	1	19.694	1.000
subscribe			3132	1	1	19.694	1.000
subscribed			3132	1	1	19.694	1.000
substitute			3132	1	1	19.694	1.000
suburban			3132	1	1	19.694	1.000
succeed			3132	1	1	19.694	1.000
succumbed			3132	1	1	19.694	1.000
suck			3132	1	1	19.694	1.000
sucked			3132	1	1	19.694	1.000
sucker			3132	1	1	19.694	1.000
suction			3132	1	1	19.694	1.000
suffering			3132	1	1	19.694	1.000
suffocatingly			3132	1	1	19.694	1.000
suffragette			3132	1	1	19.694	1.000
suicide			3132	1	1	19.694	1.000
sulk			3132	1	1	19.694	1.000
sulky			3132	1	1	19.694	1.000
sung			3132	1	1	19.694	1.000
superman			3132	1	1	19.694	1.000
supplement			3132	1	1	19.694	1.000
support			3132	1	1	19.694	1.000
surfaced			3132	1	1	19.694	1.000
surprised			3132	1	1	19.694	1.000
surprising			3132	1	1	19.694	1.000
surrounded			3132	1	1	19.694	1.000
survival			3132	1	1	19.694	1.000
survivors			3132	1	1	19.694	1.000
susann			3132	1	1	19.694	1.000
suspect			3132	1	1	19.694	1.000
suspecting			3132	1	1	19.694	1.000
swaddled			3132	1	1	19.694	1.000
swagger			3132	1	1	19.694	1.000
swamps			3132	1	1	19.694	1.000
swarm			3132	1	1	19.694	1.000
swastikas			3132	1	1	19.694	1.000
sweater			3132	1	1	19.694	1.000
sweatsocks			3132	1	1	19.694	1.000
sweeping			3132	1	1	19.694	1.000
sweetheart			3132	1	1	19.694	1.000
swept			3132	1	1	19.694	1.000
swig			3132	1	1	19.694	1.000
swing			3132	1	1	19.694	1.000
swings			3132	1	1	19.694	1.000
switches			3132	1	1	19.694	1.000
switzerland			3132	1	1	19.694	1.000
swivel			3132	1	1	19.694	1.000
swiveled			3132	1	1	19.694	1.000
swooned			3132	1	1	19.694	1.000
sword			3132	1	1	19.694	1.000
swords			3132	1	1	19.694	1.000
sworn			3132	1	1	19.694	1.000
symbol			3132	1	1	19.694	1.000
sympathetic			3132	1	1	19.694	1.000
symptoms			3132	1	1	19.694	1.000
tablespoon			3132	1	1	19.694	1.000
tagged			3132	1	1	19.694	1.000
tail			3132	1	1	19.694	1.000
talkin			3132	1	1	19.694	1.000
taller			3132	1	1	19.694	1.000
tangerine			3132	1	1	19.694	1.000
target			3132	1	1	19.694	1.000
tasted			3132	1	1	19.694	1.000
tattooed			3132	1	1	19.694	1.000
tawdry			3132	1	1	19.694	1.000
tax			3132	1	1	19.694	1.000
tea			3132	1	1	19.694	1.000
teapots			3132	1	1	19.694	1.000
tearful			3132	1	1	19.694	1.000
teased			3132	1	1	19.694	1.000
technique			3132	1	1	19.694	1.000
teen			3132	1	1	19.694	1.000
teenager			3132	1	1	19.694	1.000
teens			3132	1	1	19.694	1.000
telegraphic			3132	1	1	19.694	1.000
telephoned			3132	1	1	19.694	1.000
telephoners			3132	1	1	19.694	1.000
telephones			3132	1	1	19.694	1.000
telescoping			3132	1	1	19.694	1.000
tells			3132	1	1	19.694	1.000
tempted			3132	1	1	19.694	1.000
tempting			3132	1	1	19.694	1.000
tender			3132	1	1	19.694	1.000
tens			3132	1	1	19.694	1.000
tenth			3132	1	1	19.694	1.000
terms			3132	1	1	19.694	1.000
terrestrials			3132	1	1	19.694	1.000
terribly			3132	1	1	19.694	1.000
terrified			3132	1	1	19.694	1.000
terrors			3132	1	1	19.694	1.000
test			3132	1	1	19.694	1.000
testament			3132	1	1	19.694	1.000
th			3132	1	1	19.694	1.000
thanked			3132	1	1	19.694	1.000
thawed			3132	1	1	19.694	1.000
thawing			3132	1	1	19.694	1.000
theaters			3132	1	1	19.694	1.000
theatrical			3132	1	1	19.694	1.000
theatricality			3132	1	1	19.694	1.000
thieving			3132	1	1	19.694	1.000
thigh			3132	1	1	19.694	1.000
thiriart			3132	1	1	19.694	1.000
thirst			3132	1	1	19.694	1.000
thirteenth			3132	1	1	19.694	1.000
thorn			3132	1	1	19.694	1.000
threat			3132	1	1	19.694	1.000
threaten			3132	1	1	19.694	1.000
threatened			3132	1	1	19.694	1.000
threats			3132	1	1	19.694	1.000
thrillingly			3132	1	1	19.694	1.000
thrills			3132	1	1	19.694	1.000
throat			3132	1	1	19.694	1.000
throats			3132	1	1	19.694	1.000
throughout			3132	1	1	19.694	1.000
throughway			3132	1	1	19.694	1.000
throw			3132	1	1	19.694	1.000
thumbs			3132	1	1	19.694	1.000
thumbscrew			3132	1	1	19.694	1.000
thunder			3132	1	1	19.694	1.000
tick			3132	1	1	19.694	1.000
ticked			3132	1	1	19.694	1.000
tickling			3132	1	1	19.694	1.000
tiger			3132	1	1	19.694	1.000
tiled			3132	1	1	19.694	1.000
tiles			3132	1	1	19.694	1.000
tinkling			3132	1	1	19.694	1.000
tinsel			3132	1	1	19.694	1.000
tipping			3132	1	1	19.694	1.000
tips			3132	1	1	19.694	1.000
titillated			3132	1	1	19.694	1.000
title			3132	1	1	19.694	1.000
titles			3132	1	1	19.694	1.000
toad			3132	1	1	19.694	1.000
toast			3132	1	1	19.694	1.000
toboggan			3132	1	1	19.694	1.000
tobruk			3132	1	1	19.694	1.000
toenails			3132	1	1	19.694	1.000
toes			3132	1	1	19.694	1.000
toilet			3132	1	1	19.694	1.000
tokyo			3132	1	1	19.694	1.000
tolerable			3132	1	1	19.694	1.000
tom			3132	1	1	19.694	1.000
tombstones			3132	1	1	19.694	1.000
tonight			3132	1	1	19.694	1.000
toothless			3132	1	1	19.694	1.000
tootle			3132	1	1	19.694	1.000
topknot			3132	1	1	19.694	1.000
torch			3132	1	1	19.694	1.000
torments			3132	1	1	19.694	1.000
touching			3132	1	1	19.694	1.000
touchingly			3132	1	1	19.694	1.000
touring			3132	1	1	19.694	1.000
tourists			3132	1	1	19.694	1.000
tours			3132	1	1	19.694	1.000
tracks			3132	1	1	19.694	1.000
trackside			3132	1	1	19.694	1.000
traction			3132	1	1	19.694	1.000
traditions			3132	1	1	19.694	1.000
trafficker			3132	1	1	19.694	1.000
tragic			3132	1	1	19.694	1.000
trail			3132	1	1	19.694	1.000
trails			3132	1	1	19.694	1.000
training			3132	1	1	19.694	1.000
transferring			3132	1	1	19.694	1.000
transforming			3132	1	1	19.694	1.000
translated			3132	1	1	19.694	1.000
transparent			3132	1	1	19.694	1.000
transported			3132	1	1	19.694	1.000
trash			3132	1	1	19.694	1.000
travesty			3132	1	1	19.694	1.000
treacherous			3132	1	1	19.694	1.000
treasure			3132	1	1	19.694	1.000
treasures			3132	1	1	19.694	1.000
treatments			3132	1	1	19.694	1.000
trembled			3132	1	1	19.694	1.000
tremulously			3132	1	1	19.694	1.000
trifocal			3132	1	1	19.694	1.000
trips			3132	1	1	19.694	1.000
troop			3132	1	1	19.694	1.000
truck			3132	1	1	19.694	1.000
truer			3132	1	1	19.694	1.000
trusting			3132	1	1	19.694	1.000
trümmer			3132	1	1	19.694	1.000
tumble			3132	1	1	19.694	1.000
tumbled			3132	1	1	19.694	1.000
tunnel			3132	1	1	19.694	1.000
turnoff			3132	1	1	19.694	1.000
tweedledee			3132	1	1	19.694	1.000
tweedledum			3132	1	1	19.694	1.000
twig			3132	1	1	19.694	1.000
twinkled			3132	1	1	19.694	1.000
twittering			3132	1	1	19.694	1.000
typewriter			3132	1	1	19.694	1.000
umbrella			3132	1	1	19.694	1.000
umpires			3132	1	1	19.694	1.000
unambiguous			3132	1	1	19.694	1.000
unanswered			3132	1	1	19.694	1.000
unbearably			3132	1	1	19.694	1.000
uncorked			3132	1	1	19.694	1.000
uncover			3132	1	1	19.694	1.000
uncovered			3132	1	1	19.694	1.000
undefended			3132	1	1	19.694	1.000
undergrowth			3132	1	1	19.694	1.000
underneath			3132	1	1	19.694	1.000
understanding			3132	1	1	19.694	1.000
underwear			3132	1	1	19.694	1.000
underwent			3132	1	1	19.694	1.000
undid			3132	1	1	19.694	1.000
undignified			3132	1	1	19.694	1.000
unerüinschten			3132	1	1	19.694	1.000
unexpected			3132	1	1	19.694	1.000
unexpectedly			3132	1	1	19.694	1.000
unfaithful			3132	1	1	19.694	1.000
unfit			3132	1	1	19.694	1.000
unforgivable			3132	1	1	19.694	1.000
unfortunate			3132	1	1	19.694	1.000
ungrateful			3132	1	1	19.694	1.000
unharnessed			3132	1	1	19.694	1.000
unintelligibly			3132	1	1	19.694	1.000
union			3132	1	1	19.694	1.000
unlocked			3132	1	1	19.694	1.000
unlucky			3132	1	1	19.694	1.000
unmitigated			3132	1	1	19.694	1.000
unpainted			3132	1	1	19.694	1.000
unpleasant			3132	1	1	19.694	1.000
unpopularity			3132	1	1	19.694	1.000
unpressed			3132	1	1	19.694	1.000
unpromising			3132	1	1	19.694	1.000
unprotesting			3132	1	1	19.694	1.000
unreliable			3132	1	1	19.694	1.000
unsalted			3132	1	1	19.694	1.000
unstable			3132	1	1	19.694	1.000
untouched			3132	1	1	19.694	1.000
untrue			3132	1	1	19.694	1.000
untruth			3132	1	1	19.694	1.000
unwrapped			3132	1	1	19.694	1.000
uphill			3132	1	1	19.694	1.000
upholstery			3132	1	1	19.694	1.000
upright			3132	1	1	19.694	1.000
uproariously			3132	1	1	19.694	1.000
upward			3132	1	1	19.694	1.000
urban			3132	1	1	19.694	1.000
urged			3132	1	1	19.694	1.000
urgent			3132	1	1	19.694	1.000
useless			3132	1	1	19.694	1.000
using			3132	1	1	19.694	1.000
uterus			3132	1	1	19.694	1.000
vacuum			3132	1	1	19.694	1.000
vaguely			3132	1	1	19.694	1.000
valet			3132	1	1	19.694	1.000
valuable			3132	1	1	19.694	1.000
valuables			3132	1	1	19.694	1.000
valve			3132	1	1	19.694	1.000
vampire			3132	1	1	19.694	1.000
vampires			3132	1	1	19.694	1.000
vapor			3132	1	1	19.694	1.000
various			3132	1	1	19.694	1.000
veek			3132	1	1	19.694	1.000
vegetation			3132	1	1	19.694	1.000
vehicles			3132	1	1	19.694	1.000
veined			3132	1	1	19.694	1.000
vengeance			3132	1	1	19.694	1.000
vertical			3132	1	1	19.694	1.000
vertigo			3132	1	1	19.694	1.000
vesicles			3132	1	1	19.694	1.000
veterinarian			3132	1	1	19.694	1.000
vice			3132	1	1	19.694	1.000
victim			3132	1	1	19.694	1.000
vienna			3132	1	1	19.694	1.000
vile			3132	1	1	19.694	1.000
villages			3132	1	1	19.694	1.000
villain			3132	1	1	19.694	1.000
vineyard			3132	1	1	19.694	1.000
violence			3132	1	1	19.694	1.000
virginian			3132	1	1	19.694	1.000
virgins			3132	1	1	19.694	1.000
virtuous			3132	1	1	19.694	1.000
visit			3132	1	1	19.694	1.000
visits			3132	1	1	19.694	1.000
vividly			3132	1	1	19.694	1.000
vocal			3132	1	1	19.694	1.000
vocalists			3132	1	1	19.694	1.000
void			3132	1	1	19.694	1.000
volcanoes			3132	1	1	19.694	1.000
volumes			3132	1	1	19.694	1.000
voluntarily			3132	1	1	19.694	1.000
voluptuous			3132	1	1	19.694	1.000
von			3132	1	1	19.694	1.000
vonnegut			3132	1	1	19.694	1.000
vows			3132	1	1	19.694	1.000
vulnerable			3132	1	1	19.694	1.000
vunce			3132	1	1	19.694	1.000
wacs			3132	1	1	19.694	1.000
wafs			3132	1	1	19.694	1.000
wagged			3132	1	1	19.694	1.000
waif			3132	1	1	19.694	1.000
wailed			3132	1	1	19.694	1.000
wailing			3132	1	1	19.694	1.000
waist			3132	1	1	19.694	1.000
waitresses			3132	1	1	19.694	1.000
wakefulness			3132	1	1	19.694	1.000
waking			3132	1	1	19.694	1.000
walt			3132	1	1	19.694	1.000
wandered			3132	1	1	19.694	1.000
wanderer			3132	1	1	19.694	1.000
wanderers			3132	1	1	19.694	1.000
wandering			3132	1	1	19.694	1.000
wang			3132	1	1	19.694	1.000
wants			3132	1	1	19.694	1.000
wards			3132	1	1	19.694	1.000
warmly			3132	1	1	19.694	1.000
warnings			3132	1	1	19.694	1.000
warps			3132	1	1	19.694	1.000
washboards			3132	1	1	19.694	1.000
washcloth			3132	1	1	19.694	1.000
washing			3132	1	1	19.694	1.000
washington			3132	1	1	19.694	1.000
watched			3132	1	1	19.694	1.000
waterfalls			3132	1	1	19.694	1.000
waterproof			3132	1	1	19.694	1.000
watery			3132	1	1	19.694	1.000
watt			3132	1	1	19.694	1.000
wave			3132	1	1	19.694	1.000
waved			3132	1	1	19.694	1.000
waving			3132	1	1	19.694	1.000
ways			3132	1	1	19.694	1.000
weakling			3132	1	1	19.694	1.000
wealth			3132	1	1	19.694	1.000
wealthy			3132	1	1	19.694	1.000
weaponry			3132	1	1	19.694	1.000
wear			3132	1	1	19.694	1.000
weather			3132	1	1	19.694	1.000
wedged			3132	1	1	19.694	1.000
weeds			3132	1	1	19.694	1.000
weighed			3132	1	1	19.694	1.000
weight			3132	1	1	19.694	1.000
weightless			3132	1	1	19.694	1.000
weights			3132	1	1	19.694	1.000
welcher			3132	1	1	19.694	1.000
welcomed			3132	1	1	19.694	1.000
welded			3132	1	1	19.694	1.000
wept			3132	1	1	19.694	1.000
werewolves			3132	1	1	19.694	1.000
western			3132	1	1	19.694	1.000
wetly			3132	1	1	19.694	1.000
whatsoever			3132	1	1	19.694	1.000
wheat			3132	1	1	19.694	1.000
wheedle			3132	1	1	19.694	1.000
wheedled			3132	1	1	19.694	1.000
wheelbarrow			3132	1	1	19.694	1.000
wheelbarrows			3132	1	1	19.694	1.000
whereabouts			3132	1	1	19.694	1.000
whimper			3132	1	1	19.694	1.000
whimpered			3132	1	1	19.694	1.000
whips			3132	1	1	19.694	1.000
whirl			3132	1	1	19.694	1.000
whirled			3132	1	1	19.694	1.000
whirlpools			3132	1	1	19.694	1.000
whiskey			3132	1	1	19.694	1.000
whistles			3132	1	1	19.694	1.000
whitewash			3132	1	1	19.694	1.000
whitewashed			3132	1	1	19.694	1.000
whore			3132	1	1	19.694	1.000
whorehouse			3132	1	1	19.694	1.000
wicked			3132	1	1	19.694	1.000
widely			3132	1	1	19.694	1.000
widespread			3132	1	1	19.694	1.000
widow			3132	1	1	19.694	1.000
widowed			3132	1	1	19.694	1.000
wilfully			3132	1	1	19.694	1.000
willing			3132	1	1	19.694	1.000
willow			3132	1	1	19.694	1.000
win			3132	1	1	19.694	1.000
windburned			3132	1	1	19.694	1.000
windmilled			3132	1	1	19.694	1.000
windowpane			3132	1	1	19.694	1.000
wink			3132	1	1	19.694	1.000
winked			3132	1	1	19.694	1.000
winkings			3132	1	1	19.694	1.000
winning			3132	1	1	19.694	1.000
winston			3132	1	1	19.694	1.000
wiped			3132	1	1	19.694	1.000
wise			3132	1	1	19.694	1.000
wiser			3132	1	1	19.694	1.000
wishes			3132	1	1	19.694	1.000
witches			3132	1	1	19.694	1.000
witnessed			3132	1	1	19.694	1.000
wolfish			3132	1	1	19.694	1.000
wondering			3132	1	1	19.694	1.000
wooden			3132	1	1	19.694	1.000
wooed			3132	1	1	19.694	1.000
workers			3132	1	1	19.694	1.000
workshop			3132	1	1	19.694	1.000
worried			3132	1	1	19.694	1.000
wove			3132	1	1	19.694	1.000
wrath			3132	1	1	19.694	1.000
wreathed			3132	1	1	19.694	1.000
wrestled			3132	1	1	19.694	1.000
writings			3132	1	1	19.694	1.000
xerox			3132	1	1	19.694	1.000
yacht			3132	1	1	19.694	1.000
yards			3132	1	1	19.694	1.000
yell			3132	1	1	19.694	1.000
yelled			3132	1	1	19.694	1.000
yelping			3132	1	1	19.694	1.000
yodeled			3132	1	1	19.694	1.000
yours			3132	1	1	19.694	1.000
yourself			3132	1	1	19.694	1.000
youth			3132	1	1	19.694	1.000
yugoslavians			3132	1	1	19.694	1.000
zealanders			3132	1	1	19.694	1.000
zebra			3132	1	1	19.694	1.000
zero			3132	1	1	19.694	1.000
zinc			3132	1	1	19.694	1.000
zipper			3132	1	1	19.694	1.000
zipping			3132	1	1	19.694	1.000
zo			3132	1	1	19.694	1.000
zoomed			3132	1	1	19.694	1.000
zwischen			3132	1	1	19.694	1.000
